[DeviceInfo-1] SerialNumber updated (direct match): 'LBNKIATNW235012345' → 'LBNKIASRC243920029'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1] MultiBandInfoNumberOfEntries updated (direct match): '1' → '2'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1] SubCarrierCfgNumberOfEntries updated (direct match): '1' → '2'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/MultiBandInfo-1] NrNsPmaxValNumberOfEntries updated (direct match): '1' → '0'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsDlCfg-1] ScramblingID0Dl updated (direct match): '25' → '83'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsDlCfg-1] ScramblingID1Dl updated (direct match): '25' → '83'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1] DmrsAdditionalPosUln updated (direct match): 'pos1' → 'pos2'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingDisabledUl-1] ScramblingID0 updated (direct match): '25' → '83'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingDisabledUl-1] ScramblingID1 updated (direct match): '25' → '83'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingEnabledUl-1] NPUSCHId updated (direct match): '1' → '83'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] DrxInactivityTmrn updated (direct match): 'MS40' → 'MS80'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] DrxOnDurationTmrInMSn updated (direct match): 'MS10' → 'MS8'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] DrxRetxTmrDln updated (direct match): 'Slot0' → 'Slot16'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] DrxRetxTmrUln updated (direct match): 'Slot24' → 'Slot16'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] DrxRttTmrUl updated (direct match): '0' → '56'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1] IsDrxEnabled updated (direct match): 'false' → 'true'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DuCellAlarm-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1] NDlCenterFreq updated (direct match): '3669990' → '3500010'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1] TxPwrDbm updated (direct match): '280' → '240'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1/PLMNIdentityList-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/UeTmr-1] T304 updated (direct match): 'MS2000' → 'MS100'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/UeTmr-1] T311n updated (direct match): 'MS3000' → 'MS1000'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/UeTmr-1] T319n updated (direct match): 'MS600' → 'MS1000'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] DlCcchCqi updated (direct match): '4' → '6'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] DlLaStepdown updated (direct match): '21' → '30'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] DlSrbMcs updated (direct match): '0' → '9'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] Enabledci11And01 updated (direct match): 'false' → 'true'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] Enablepdschinssbslot updated (direct match): 'false' → 'true'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxDlUeWithCePerTti updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxDlUeWithGbrPerTti updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxDlUeWithSrbPerTti updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxDlVonrTbHqTx updated (direct match): '1' → '4'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxMsg4HqTx updated (direct match): '4' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxUlUeWithGbrPerTti updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxUlUeWithSrbPerTti updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] MaxUlVonrTbHqTx updated (direct match): '1' → '4'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] RlfTimer updated (direct match): '5SEC' → 'NO_TIME'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] TaTmrInMsn updated (direct match): '10240MS' → 'INFINITY'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] UlLaStepdown updated (direct match): '21' → '30'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] UlMcs updated (direct match): '28' → '27'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] UlModulation updated (direct match): 'QAM64' → 'QAM256'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] VonrDlLaStepdown updated (direct match): '30' → '99'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] VonrDlLaStepup updated (direct match): '3' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] VonrUlLaStepdown updated (direct match): '30' → '99'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1] VonrUlLaStepup updated (direct match): '3' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/PhrCfg-1] IsPhrEnable updated (direct match): 'false' → 'true'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/PhrCfg-1] PhrPeriodicTimern updated (direct match): 'SF50' → 'SF20'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1] EutraQosGrpNumberOfEntries updated (direct match): '2' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1] NrQfiGrpNumberOfEntries updated (direct match): '8' → '4'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/EutraQosGrp-1] PollPdun updated (direct match): 'pdu64' → 'pdu32'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/EutraQosGrp-1] SnFieldLenUlUm updated (direct match): '12' → 'size12'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/EutraQosGrp-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/EutraQosGrp-1] StatusProhibitTmrn updated (direct match): 'ms5' → 'ms10'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] Pdb updated (direct match): '5' → '10'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] PollPdun updated (direct match): 'pdu32' → 'pdu64'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] PollRetxTmrn updated (direct match): 'ms200' → 'ms60'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] Priority updated (direct match): '1' → '2'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] SnFieldLenUlAmn updated (direct match): 'size12' → 'size18'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1] SpareParam1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1/MacParams-1] SRMaxTransmission updated (direct match): 'SR_MAX_TRANSMISSION_N64' → 'SR_MAX_TRANSMISSION_N16'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1/MacParams-1] SRProhibitTimer updated (direct match): 'SR_PROHIBIT_TIMER_MS16' → 'SR_PROHIBIT_TIMER_MS32'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1/MacParams-1] SpareParam1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1] Sib2Periodcityn updated (direct match): 'rf32' → 'rf128'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1] Sib3Periodicityn updated (direct match): 'rf64' → 'rf256'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1] Sib4Periodicityn updated (direct match): 'rf128' → 'rf64'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1] Sib7Periodicityn updated (direct match): 'rf256' → 'rf512'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1] Sib8Periodicityn updated (direct match): 'rf256' → 'rf512'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1/Sibs-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1/Sibs-1] ValueTag updated (direct match): '1' → '2'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] PucchCmnCfgPres updated (direct match): 'false' → 'True'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] PucchResourceCmn updated (direct match): '3' → '0'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] PuschCmnCfgPres updated (direct match): 'false' → 'True'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] SimultaneousHarqAckCsi updated (direct match): 'false' → 'True'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1] SrPeriodicityn updated (direct match): 'sl40' → 'sl80'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/CyclicShift-1] NumOfSrCyclicShift updated (direct match): '12' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/CyclicShift-1] SrcyclicShiftBitmap updated (direct match): '4095' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PucchPwrCfg-1] P0nominal updated (direct match): '-60' → '-80'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PuschPwrCfg-1] Alphan updated (direct match): 'EIGHT' → 'ALL'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PuschPwrCfg-1] DeltaMcsEnabled updated (direct match): 'false' → 'true'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PuschPwrCfg-1] IsAccumulated updated (direct match): 'false' → 'True'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PuschPwrCfg-1] P0nominal updated (direct match): '-70' → '-76'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1] CbPreamblePerSsb updated (direct match): '48' → '4'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1] MaxMsg3Tx updated (direct match): '4' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1] RachSupportedPerTTI updated (direct match): '1' → '4'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1] RsrpThresholdSsb updated (direct match): '37' → '0'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/GrpBPreambleCfg-1] NumOfRachPreambleGrpA updated (direct match): '8' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/RachGenCfg-1] PrachCfgIdx updated (direct match): '9' → '76'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/RachGenCfg-1] RachRspWindown updated (direct match): 'sl20' → 'sl80'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/SrsCfg-1] SequenceId updated (direct match): '0' → '1'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/SrsCfg-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/UciOnPusch-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1] NrFreqBand updated (direct match): '1' → '257'
[Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgGrant-1] UlCGP0PUSCHAlpha updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1] ActivateCertificateRenewal updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1] AutoRecoveryFlag updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1] BSRName updated (direct match): 'Strand444' → '0000149_005CO_NOAE'
[Services-1/X_Nokia_BSR-1] CurrentIPAddress updated (direct match): '1.1.1.1' → '2a00:8a03:190::6:7c6'
[Services-1/X_Nokia_BSR-1] EnableRealTimeSCN updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1] GeographicalLocationConfigured updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1] LocalRoutingMACaddressOctets updated (direct match): 'FE0000' → 'fe0000'
[Services-1/X_Nokia_BSR-1] Nonce updated (direct match): '44804.4309606481' → '44804.43096'
[Services-1/X_Nokia_BSR-1] PTPReferenceStatus updated (direct match): 'ptpNotAvailableNoServerReachable' → 'ptpAvailable'
[Services-1/X_Nokia_BSR-1] RealTimeFaultNotificationEnabled updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1] RootDomainName updated (direct match): 'nokia.com' → 'trial.nokia.com'
[Services-1/X_Nokia_BSR-1] SparePara1 updated (direct match): 'x' → 'cmtdlytmr=600'
[Services-1/X_Nokia_BSR-1] SparePara4 updated (direct match): 'x' → 'RebootOnSctpDown=4'
[Services-1/X_Nokia_BSR-1] SparePara5 updated (direct match): 'x' → 'RebootOnSctpDownWithCM=4'
[Services-1/X_Nokia_BSR-1] SyncMode updated (direct match): 'frequencyAndPhaseAndTod' → 'frequencyOnly'
[Services-1/X_Nokia_BSR-1] VirtualHBSRHostAddressHighPriority updated (direct match): 'http://1.1.1.1' → '1.1.1.1'
[Services-1/X_Nokia_BSR-1/CertificateEnrollment-1] EnableHitlessRenewal updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1/CertificateEnrollment-1/CMPv2ServerList-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] AssociationMaxRetrans updated (direct match): '10' → '3'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] DPciConfigurationControl updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] DefaultPagingDrx updated (direct match): 'rf32' → 'rf64'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] EPF1UNumberOfEntries updated (direct match): '1' → '0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] EPNGCNumberOfEntries updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] EPXNUNumberOfEntries updated (direct match): '1' → '0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] EnableMSSClamping updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] EutraQosPrioritizationInfoNumberOfEntries updated (direct match): '1' → '0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] ExternalCUNumberOfEntries updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] ExternalENBFunctionNumberOfEntries updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] GNBId updated (direct match): '1' → '6000039'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] GNBIdLength updated (direct match): '22' → '32'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] IpPreferenceUplane updated (direct match): 'ipv4' → 'ipv6'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] IsCmasEnabled updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] IsEtwsEnabled updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] LogFilePath updated (direct match): '../bin' → '/var/log/pram/'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] MaxCellsInAggregate updated (direct match): '0' → '5'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] MaxNumPduSessions updated (direct match): '64' → '256'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] MaxNumRb updated (direct match): '64' → '256'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] MaxPathRetx updated (direct match): '10' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] MinNumEmergencyUesSupport updated (direct match): '1' → '0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] NRCellCUNumberOfEntries updated (direct match): '2' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] NRPciList updated (direct match): '201..800' → '1..2'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] NgRanTimerValue updated (direct match): '3000' → '50000'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] PriorityPciRRCEstabCauseNumOfEntries updated (direct match): '1' → '10'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] Rtomax updated (direct match): '6000' → '60000'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] Rtomin updated (direct match): '2000' → '1000'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] SITimerValue updated (direct match): '3000' → '5000'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] SecondaryRatDataUsgRptEnabled updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] SendUdpPortExtWithErrorInd updated (direct match): 'false' → 'true'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] SparePara2 updated (direct match): 'x' → '0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1] TcpMssClampIpv6 updated (direct match): '1240' → '1364'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1] IntraFreqUEAnrEnabled updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1] NrtSize updated (direct match): '32' → '16'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1] PciCollisionGuardTimer updated (direct match): 'SEC_10' → 'SEC_5'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1] UEAnrEnableLookupTimer updated (direct match): '5' → '30'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1] UEAnrEnabled updated (direct match): 'false' → 'True'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1/DrxConfigAnrSpecificX-1] LongDrxCycleLength updated (direct match): 'ms320' → 'ms640'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1/DrxConfigAnrSpecificX-1] ShortDrxCycleLength updated (direct match): 'ms40' → 'ms5'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1/DrxConfigAnrSpecificX-1] ShortDrxCycleTimer updated (direct match): '4' → '2'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1] AddressOrURIOfTCE updated (direct match): 'fc01:a135:224::3' → 'http://[2a00:8a03:190::6:6]:50020'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1] PortOfTCE updated (direct match): '2222' → '50020'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1] AMFPointer updated (direct match): 'x' → '011111'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1] LocalIpAddress updated (direct match): '127.0.0.1' → '2a00:8a03:190::6:631'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1] NgcMsgMaxRetryCount updated (direct match): '0' → '5'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1] NgcMsgRetryIntervalInSec updated (direct match): '1' → '16'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1] RemoteAddress updated (direct match): '172.16.255.255' → 'fc01:a135:216::3'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGU-1] Id updated (direct match): 'x' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGU-1] LocalIpAddress updated (direct match): 'x' → '2a00:8a03:190::6:1e'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPS1U-1] Id updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPS1U-1] LocalIpAddress updated (direct match): 'x' → '10.168.5.1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPX2U-1] Id updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPX2U-1] LocalIpAddress updated (direct match): 'x' → '10.168.5.1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPXNU-1] Id updated (direct match): 'x' → '123'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPXNU-1] LocalIpAddress updated (direct match): '1.1.1.1' → '10.168.5.1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraCuUpConfig-1/PdcpConfigInfo-1] DlDataSplitThresholdInBytes updated (direct match): 'b1228800' → 'b100'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraQosPrioritizationInfo-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraRedirectionInfo-1] SparePara1 updated (direct match): 'x' → '123'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/FullIrnti-1] NumBitsGnbId updated (direct match): '0' → '1'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PathMgmtCfg-1] EchoIntervalInSec updated (direct match): '60' → '65535'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PathMgmtCfg-1] EchoN3Requests updated (direct match): '1' → '5'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PathMgmtCfg-1] EchoT3ResponseInSec updated (direct match): '1' → '60'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel1IPAddressV4 updated (direct match): 'x' → '0.0.0.0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel1IPAddressV6 updated (direct match): 'x' → '2a00:8a03:190::6:616'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel2IPAddressV4 updated (direct match): 'x' → '0.0.0.0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel2IPAddressV6 updated (direct match): 'x' → '2a00:8a03:190::6:616'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel3IPAddressV4 updated (direct match): 'x' → '0.0.0.0'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1] Tunnel3IPAddressV6 updated (direct match): 'x' → '2a00:8a03:190::6:616'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-1] EstablishmentCause updated (direct match): 'emergency' → 'moData'
[Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/E2AP-1] MsgMaxRetryCount updated (direct match): '0' → '3'
