Comparison Summary
Metric,Value
Total in Base Version,307
Total in Update Version,268
New Objects,60
Deprecated Objects,99

New Objects
Key,Class,DistName
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-2,com.nokia.aiosc:NrQosCfg,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-2
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-3,com.nokia.aiosc:NrQosCfg,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-3
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-4,com.nokia.aiosc:NrQosCfg,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-4
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2,com.nokia.aiosc:PlmnInfoList,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2/SNSSAI-1,com.nokia.aiosc:SNSSAI,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2/SNSSAI-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-2,com.nokia.aiosc:SiConfig,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-2
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-3,com.nokia.aiosc:SiConfig,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-3
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-2,com.nokia.aiosc:NrQfiGrp,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-2
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-2/MacParams-1,com.nokia.aiosc:MacParams,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-2/MacParams-1
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-3,com.nokia.aiosc:NrQfiGrp,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-3
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-3/MacParams-1,com.nokia.aiosc:MacParams,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-3/MacParams-1
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-4,com.nokia.aiosc:NrQfiGrp,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-4
Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-4/MacParams-1,com.nokia.aiosc:MacParams,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-4/MacParams-1
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-2,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-2
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-3,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-3
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-4,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-4
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-5,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-5
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-6,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-6
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-7,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-7
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-8,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-8
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-9,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-9
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-10,com.nokia.aiosc:PriorityAndPciForRRCEstabCause,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-10
Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-2,com.nokia.aiosc:EPNGC,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-2
Services-1/X_Nokia_BSR-1/IKEv2SAPair-1/IPsecSAPair-1/SaApplication-2,com.nokia.aiosc:SaApplication,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-1/IPsecSAPair-1/SaApplication-2
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2,com.nokia.aiosc:IKEv2SAPair,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1,com.nokia.aiosc:IPsecSAPair,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-1,com.nokia.aiosc:SaApplication,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-1
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-2,com.nokia.aiosc:SaApplication,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-2
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-3,com.nokia.aiosc:SaApplication,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-3
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-4,com.nokia.aiosc:SaApplication,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-4
Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/SecurityGatewayList-1,com.nokia.aiosc:SecurityGatewayList,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/SecurityGatewayList-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-7,com.nokia.aiosc:NRCellRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-7
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-7/CellIndividualOffset-1,com.nokia.aiosc:CellIndividualOffset,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-7/CellIndividualOffset-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7,com.nokia.aiosc:NRFreqRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7/OffsetMO-1,com.nokia.aiosc:OffsetMO,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7/OffsetMO-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7,com.nokia.aiosc:NRFrequency,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7/MultiFrequencyBandListNR-1,com.nokia.aiosc:MultiFrequencyBandListNR,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7/MultiFrequencyBandListNR-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7/SSBMtc-1,com.nokia.aiosc:SSBMtc,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7/SSBMtc-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-8,com.nokia.aiosc:NRCellRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-8
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-8/CellIndividualOffset-1,com.nokia.aiosc:CellIndividualOffset,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-8/CellIndividualOffset-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8,com.nokia.aiosc:NRFreqRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8/OffsetMO-1,com.nokia.aiosc:OffsetMO,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8/OffsetMO-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8,com.nokia.aiosc:NRFrequency,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8/MultiFrequencyBandListNR-1,com.nokia.aiosc:MultiFrequencyBandListNR,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8/MultiFrequencyBandListNR-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8/SSBMtc-1,com.nokia.aiosc:SSBMtc,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8/SSBMtc-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-9,com.nokia.aiosc:NRCellRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-9
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-9/CellIndividualOffset-1,com.nokia.aiosc:CellIndividualOffset,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-9/CellIndividualOffset-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9,com.nokia.aiosc:NRFreqRelation,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9/OffsetMO-1,com.nokia.aiosc:OffsetMO,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9/OffsetMO-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9,com.nokia.aiosc:NRFrequency,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/MultiFrequencyBandListNR-1,com.nokia.aiosc:MultiFrequencyBandListNR,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/MultiFrequencyBandListNR-1
Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/SSBMtc-1,com.nokia.aiosc:SSBMtc,PLMN-PLMN/AIOSC-6000039/Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/SSBMtc-1
