AIOSC Merge Report
Generated,2025-07-09T16:31:00

Metric,Count
Objects in BASE (Original),307
Objects in FINAL (Merged),368
NEW (from Skeletal),61
CARRIED (from Base),99
COMMON (shared & modified),208
DEPRECATED (removed from Base),0

Class,DistName,Status
com.nokia.aiosc:MultiFrequencyBandListNR,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/MultiFrequencyBandListNR-1,CARRIED
com.nokia.aiosc:NGAP,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/NGAP-1,COMMON
com.nokia.aiosc:NLSyncTechList,Device-1/Services-1/X_Nokia_BSR-1/NLSyncTechList-1,COMMON
com.nokia.aiosc:NR,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1,COMMON
com.nokia.aiosc:NRCBRSPR,Device-1/Services-1/X_Nokia_BSR-1/NRCBRSPR-1,COMMON
com.nokia.aiosc:NRCBSD,Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1,NEW
com.nokia.aiosc:NRCBSDCELL,Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1,NEW
com.nokia.aiosc:NRCellCU,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1,COMMON
com.nokia.aiosc:NRCellDU,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1,COMMON
com.nokia.aiosc:NRCellRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-1,COMMON
com.nokia.aiosc:NRCellRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-7,CARRIED
com.nokia.aiosc:NRCellRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-8,CARRIED
com.nokia.aiosc:NRCellRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-9,CARRIED
com.nokia.aiosc:NRDL,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1,NEW
com.nokia.aiosc:NRFreqRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1,COMMON
com.nokia.aiosc:NRFreqRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7,CARRIED
com.nokia.aiosc:NRFreqRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8,CARRIED
com.nokia.aiosc:NRFreqRelation,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9,CARRIED
com.nokia.aiosc:NRFrequency,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1,COMMON
com.nokia.aiosc:NRFrequency,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7,CARRIED
com.nokia.aiosc:NRFrequency,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8,CARRIED
com.nokia.aiosc:NRFrequency,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9,CARRIED
com.nokia.aiosc:NRSASUSERGROUP,Device-1/Services-1/X_Nokia_BSR-1/NRSASUSERGROUP-1,COMMON
com.nokia.aiosc:NRUL,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1,NEW
com.nokia.aiosc:NgcAlarm,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGC-1/NgcAlarm-1,COMMON
com.nokia.aiosc:NrMultiBandInfos,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/FrequencyBands-1/NrMultiBandInfos-1,COMMON
com.nokia.aiosc:NrNsPmaxVal,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/MultiBandInfo-1/NrNsPmaxVal-1,NEW
com.nokia.aiosc:NrNsPmaxValUl,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1/NrNsPmaxValUl-1,NEW
com.nokia.aiosc:NrNsPmaxs,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/FrequencyBands-1/NrMultiBandInfos-1/NrNsPmaxs-1,COMMON
com.nokia.aiosc:NrQfiGrp,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-1,COMMON
com.nokia.aiosc:NrQfiGrp,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-2,CARRIED
com.nokia.aiosc:NrQfiGrp,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-3,CARRIED
com.nokia.aiosc:NrQfiGrp,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1/NrQfiGrp-4,CARRIED
com.nokia.aiosc:NrQosCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-1,COMMON
com.nokia.aiosc:NrQosCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-2,CARRIED
com.nokia.aiosc:NrQosCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-3,CARRIED
com.nokia.aiosc:NrQosCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NrQosCfg-4,CARRIED
com.nokia.aiosc:NrQosPrioritizationInfo,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/NrQosPrioritizationInfo-1,COMMON
com.nokia.aiosc:NsAddInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1,NEW
com.nokia.aiosc:NsCfgInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1,NEW
com.nokia.aiosc:NsIdToAct,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToAct-1,NEW
com.nokia.aiosc:NsIdToDeAct,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDeAct-1,NEW
com.nokia.aiosc:NsIdToDel,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDel-1,NEW
com.nokia.aiosc:NsModInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1,NEW
com.nokia.aiosc:NsSysCfg,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/NsSysCfg-1,NEW
com.nokia.aiosc:NsiCellResCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1,NEW
com.nokia.aiosc:NsiCellResCfgMod,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1/NsiCellResCfgMod-1,NEW
com.nokia.aiosc:NumFreqBands,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1/NumFreqBands-1,NEW
com.nokia.aiosc:NumFreqBandsUl,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1/NumFreqBandsUl-1,NEW
com.nokia.aiosc:OffsetMO,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/OffsetMO-1,COMMON
com.nokia.aiosc:OffsetMO,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-7/OffsetMO-1,CARRIED
com.nokia.aiosc:OffsetMO,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-8/OffsetMO-1,CARRIED
com.nokia.aiosc:OffsetMO,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-9/OffsetMO-1,CARRIED
com.nokia.aiosc:OffsetMOVS,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1/OffsetMOVS-1,COMMON
com.nokia.aiosc:OnePPSConfig,Device-1/Services-1/X_Nokia_BSR-1/OnePPSConfig-1,NEW
com.nokia.aiosc:PCCHcfgInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/PCCHcfgInfo-1,COMMON
com.nokia.aiosc:PLMNIdentityList,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1/PLMNIdentityList-1,COMMON
com.nokia.aiosc:PTPConfig,Device-1/Services-1/X_Nokia_BSR-1/PTPConfig-1,COMMON
com.nokia.aiosc:PathMgmtCfg,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PathMgmtCfg-1,COMMON
com.nokia.aiosc:PdcpConfigInfo,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraCuUpConfig-1/PdcpConfigInfo-1,COMMON
com.nokia.aiosc:PdcpDuplicationConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/PdcpDuplicationConfig-1,COMMON
com.nokia.aiosc:PerfMgmt,Device-1/FAP-1/PerfMgmt-1,COMMON
com.nokia.aiosc:PeriodicReportIRAT,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportConfigInterRAT-1/PeriodicReportIRAT-1,COMMON
com.nokia.aiosc:PeriodicalReport,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/PeriodicalReport-1,COMMON
com.nokia.aiosc:PeriodicalReportConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/PeriodicalReport-1/PeriodicalReportConfig-1,COMMON
com.nokia.aiosc:PeriodreportQuantityCell,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/PeriodicalReport-1/PeriodicalReportConfig-1/PeriodreportQuantityCell-1,COMMON
com.nokia.aiosc:PhrCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/PhrCfg-1,COMMON
com.nokia.aiosc:Platform,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/Platform-1,COMMON
com.nokia.aiosc:PlmnInfoList,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-1,COMMON
com.nokia.aiosc:PlmnInfoList,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2,CARRIED
com.nokia.aiosc:PlmnList,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/PlmnList-1,NEW
com.nokia.aiosc:PowerControl,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/PowerControl-1,COMMON
com.nokia.aiosc:PrachCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/PrachCfg-1,COMMON
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-1,COMMON
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-10,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-2,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-3,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-4,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-5,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-6,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-7,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-8,CARRIED
com.nokia.aiosc:PriorityAndPciForRRCEstabCause,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-9,CARRIED
com.nokia.aiosc:PucchPwrCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PucchPwrCfg-1,COMMON
com.nokia.aiosc:PuschPwrCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/PuschPwrCfg-1,COMMON
com.nokia.aiosc:PwrPreference,Device-1/Services-1/X_Nokia_BSR-1/NRCBSD-1/NRCBSDCELL-1/PwrPreference-1,NEW
com.nokia.aiosc:QoSInfo,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/QosProvsioningParams-1/QoSInfo-1,COMMON
com.nokia.aiosc:QosProvsioningParams,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1/QosProvsioningParams-1,COMMON
com.nokia.aiosc:QuantityConfigCell,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigCell-1,COMMON
com.nokia.aiosc:QuantityConfigEUTRA,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigEUTRA-1,COMMON
com.nokia.aiosc:QuantityConfigInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1,COMMON
com.nokia.aiosc:QuantityConfigNR,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1,NEW
com.nokia.aiosc:QuantityConfigRSIndex,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1,NEW
com.nokia.aiosc:RF,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/RF-1,COMMON
com.nokia.aiosc:RFTrace,Device-1/Services-1/X_Nokia_BSR-1/RFTrace-1,NEW
com.nokia.aiosc:RRMPolicyRatio2,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/RRMPolicyRatio2-1,COMMON
com.nokia.aiosc:RachCfgInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1,COMMON
com.nokia.aiosc:RachGenCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/RachGenCfg-1,COMMON
com.nokia.aiosc:Radio,Device-1/Services-1/X_Nokia_BSR-1/Radio-1,COMMON
com.nokia.aiosc:ReportCfgNr,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1,COMMON
com.nokia.aiosc:ReportConfigInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1,COMMON
com.nokia.aiosc:ReportConfigInterRAT,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportConfigInterRAT-1,COMMON
com.nokia.aiosc:ReportQuantityRSIndPeriodic,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/PeriodicalReport-1/PeriodicalReportConfig-1/ReportQuantityRSIndPeriodic-1,COMMON
com.nokia.aiosc:ReportQuantityRSIndexes,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/ReportQuantityRSIndexes-1,COMMON
com.nokia.aiosc:ReslAddInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1,NEW
com.nokia.aiosc:ResourceModInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1,NEW
com.nokia.aiosc:RlcCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1,COMMON
com.nokia.aiosc:SDM,Device-1/Services-1/X_Nokia_BSR-1/SDM-1,COMMON
com.nokia.aiosc:SIntraSearchQ,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/SIntraSearchQ-1,COMMON
com.nokia.aiosc:SNSSAI,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-1/SNSSAI-1,COMMON
com.nokia.aiosc:SNSSAI,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/PlmnInfoList-2/SNSSAI-1,CARRIED
com.nokia.aiosc:SNSSAIList,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SNSSAIList-1,COMMON
com.nokia.aiosc:SSBMtc,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1/SSBMtc-1,COMMON
com.nokia.aiosc:SSBMtc,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-7/SSBMtc-1,CARRIED
com.nokia.aiosc:SSBMtc,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-8/SSBMtc-1,CARRIED
com.nokia.aiosc:SSBMtc,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-9/SSBMtc-1,CARRIED
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-1/IPsecSAPair-1/SaApplication-1,COMMON
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-1/IPsecSAPair-1/SaApplication-2,CARRIED
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-1,CARRIED
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-2,CARRIED
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-3,CARRIED
com.nokia.aiosc:SaApplication,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/IPsecSAPair-1/SaApplication-4,CARRIED
com.nokia.aiosc:SecurityGatewayList,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-1/SecurityGatewayList-1,COMMON
com.nokia.aiosc:SecurityGatewayList,Device-1/Services-1/X_Nokia_BSR-1/IKEv2SAPair-2/SecurityGatewayList-1,CARRIED
com.nokia.aiosc:Services,Device-1/Services-1,COMMON
com.nokia.aiosc:ShortIrnti,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ShortIrnti-1,COMMON
com.nokia.aiosc:SiConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-1,COMMON
com.nokia.aiosc:SiConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-2,CARRIED
com.nokia.aiosc:SiConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SiConfig-3,CARRIED
com.nokia.aiosc:SiSchedInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1,COMMON
com.nokia.aiosc:Sib1Params,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1,COMMON
com.nokia.aiosc:Sib2ConfigInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1,COMMON
com.nokia.aiosc:Sibs,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1/Sibs-1,COMMON
com.nokia.aiosc:SpeedScaleFactors,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/SpeedScaleFactors-1,COMMON
com.nokia.aiosc:SrbCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SrbCfg-1,COMMON
com.nokia.aiosc:SrbCfgInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SrbCfg-1/SrbCfgInfo-1,COMMON
com.nokia.aiosc:SrsCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/SrsCfg-1,COMMON
com.nokia.aiosc:SsbFilterConfig,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigCell-1/SsbFilterConfig-1,COMMON
com.nokia.aiosc:SsbFilterConfigRSIndex,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/SsbFilterConfigRSIndex-1,NEW
com.nokia.aiosc:SubCarrierCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1,NEW
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-1,COMMON
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-10,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-11,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-12,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-13,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-14,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-15,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-16,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-17,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-18,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-19,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-2,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-20,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-21,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-22,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-23,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-24,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-25,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-26,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-27,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-28,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-29,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-3,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-30,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-31,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-32,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-33,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-34,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-35,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-36,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-37,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-38,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-39,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-4,CARRIED
